3063,20181,2018-01-29,201120953,KHARISNA MBL             ,01,   ,B1X2MA133138090PG1,1,WMD,\N,EDC,1,1,2018-10-31 09:46:57,2018-10-29 10:24:20,1756111,20181,2018-01-29,201120953,KHARISNA MBL             ,01,A13,B1X2MA133138090PG1,1,WMD,MBA,EDC,1,2018-10-31 09:46:56,2018-10-29 10:24:20
3064,20181,2018-01-02,202095105,SOLARIA BGM PDG 03BGM1   ,01,   ,B1Y1AQ023701999000,1,WPD,\N,EDC,1,1,2018-10-31 10:34:39,2018-10-29 10:24:20,1756112,20181,2018-01-02,202095105,SOLARIA BGM PDG 03BGM1   ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:34:38,2018-10-29 10:24:20
3065,20181,2018-01-02,202095113,SOLARIA TPD 03TPD1       ,01,   ,B1Y1AQ023701999000,1,WPD,\N,EDC,1,1,2018-10-31 10:39:29,2018-10-29 10:24:20,1756113,20181,2018-01-02,202095113,SOLARIA TPD 03TPD1       ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:39:29,2018-10-29 10:24:20
3066,20181,2018-01-02,202095121,SOLARIA PLZ AND 03ANDA1  ,01,   ,B1Y1AQ023701999000,1,WPD,\N,EDC,1,1,2018-10-31 10:37:59,2018-10-29 10:24:20,1756114,20181,2018-01-02,202095121,SOLARIA PLZ AND 03ANDA1  ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:37:59,2018-10-29 10:24:20
3067,20181,2018-01-02,202095139,SOLARIA SKA PKB 04SKA2   ,01,   ,B1Y1AQ023701999000,1,WPD,\N,EDC,1,1,2018-10-31 10:38:50,2018-10-29 10:24:20,1756115,20181,2018-01-02,202095139,SOLARIA SKA PKB 04SKA2   ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:38:50,2018-10-29 10:24:20
3068,20181,2018-01-02,202095147,SOLARIA SRY PKB 04PKS1   ,01,   ,B1Y1AQ023701999000,1,WPD,\N,EDC,1,1,2018-10-31 10:39:05,2018-10-29 10:24:20,1756116,20181,2018-01-02,202095147,SOLARIA SRY PKB 04PKS1   ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:39:05,2018-10-29 10:24:20
3069,20181,2018-01-02,202095154,SOLARIA MAL PKB 04MPB1   ,01,   ,B1Y1AQ023701999000,1,WPD,\N,EDC,1,1,2018-10-31 10:36:54,2018-10-29 10:24:20,1756117,20181,2018-01-02,202095154,SOLARIA MAL PKB 04MPB1   ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:36:54,2018-10-29 10:24:20
3070,20181,2018-01-02,202095162,SOLARIA BD PKB 04BPKB1   ,01,   ,B1Y1AQ023701999000,1,WPD,\N,EDC,1,1,2018-10-31 10:34:36,2018-10-29 10:24:20,1756118,20181,2018-01-02,202095162,SOLARIA BD PKB 04BPKB1   ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:34:36,2018-10-29 10:24:20
3071,20181,2018-01-02,202095170,SOLARIA MC PKB 04MCP1    ,02,   ,B1Y1AQ023701999000,1,WPD,\N,EDC,1,1,2018-10-31 10:37:02,2018-10-29 10:24:20,1756119,20181,2018-01-02,202095170,SOLARIA MC PKB 04MCP1    ,02,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:37:01,2018-10-29 10:24:20
3072,20181,2018-01-02,202095188,SOLARIA TPCC 04TCC1      ,01,   ,B1Y1AQ023701999000,1,WPD,\N,EDC,1,1,2018-10-31 10:39:28,2018-10-29 10:24:20,1756120,20181,2018-01-02,202095188,SOLARIA TPCC 04TCC1      ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:39:28,2018-10-29 10:24:20
3075,20181,2018-01-02,203119144,SOLARIA BIM 07BIM1       ,01,   ,B1Y1AQ023701999000,1,WPL,\N,EDC,1,1,2018-10-31 10:34:41,2018-10-29 10:24:20,1756123,20181,2018-01-02,203119144,SOLARIA BIM 07BIM1       ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:34:41,2018-10-29 10:24:20
3076,20181,2018-01-02,203119151,SOLARIA JMB TS 05JTS1    ,01,   ,B1Y1AQ023701999000,1,WPL,\N,EDC,1,1,2018-10-31 10:36:16,2018-10-29 10:24:20,1756124,20181,2018-01-02,203119151,SOLARIA JMB TS 05JTS1    ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:36:16,2018-10-29 10:24:20
3077,20181,2018-01-02,203119169,SOLARIA WTC BJ 05WTJ1    ,01,   ,B1Y1AQ023701999000,1,WPL,\N,EDC,1,1,2018-10-31 10:39:43,2018-10-29 10:24:20,1756125,20181,2018-01-02,203119169,SOLARIA WTC BJ 05WTJ1    ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:39:43,2018-10-29 10:24:20
3078,20181,2018-01-02,203119177,SOLARIA CP LMP 09CPL1    ,01,   ,B1Y1AQ023701999000,1,WPL,\N,EDC,1,1,2018-10-31 10:35:22,2018-10-29 10:24:20,1756126,20181,2018-01-02,203119177,SOLARIA CP LMP 09CPL1    ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:35:22,2018-10-29 10:24:20
3079,20181,2018-01-02,203119185,SOLARIA MK LMP 09MKL1    ,01,   ,B1Y1AQ023701999000,1,WPL,\N,EDC,1,1,2018-10-31 10:37:11,2018-10-29 10:24:20,1756127,20181,2018-01-02,203119185,SOLARIA MK LMP 09MKL1    ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:37:11,2018-10-29 10:24:20
3080,20181,2018-01-02,203119193,SOLARIA GA LMP 09GAL1    ,01,   ,B1Y1AQ023701999000,1,WPL,\N,EDC,1,1,2018-10-31 10:35:38,2018-10-29 10:24:20,1756128,20181,2018-01-02,203119193,SOLARIA GA LMP 09GAL1    ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:35:38,2018-10-29 10:24:20
3081,20181,2018-01-02,203119201,SOLARIA PLB IC 08PLIC1   ,01,   ,B1Y1AQ023701999000,1,WPL,\N,EDC,1,1,2018-10-31 10:37:54,2018-10-29 10:24:20,1756129,20181,2018-01-02,203119201,SOLARIA PLB IC 08PLIC1   ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:37:53,2018-10-29 10:24:20
3082,20181,2018-01-02,203119219,SOLARIA H PLB 08HPLB1    ,01,   ,B1Y1AQ023701999000,1,WPL,\N,EDC,1,1,2018-10-31 10:36:02,2018-10-29 10:24:20,1756130,20181,2018-01-02,203119219,SOLARIA H PLB 08HPLB1    ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:36:02,2018-10-29 10:24:20
3083,20181,2018-01-02,203119227,SOLARIA PLB IM 08PLBI1   ,01,   ,B1Y1AQ023701999000,1,WPL,\N,EDC,1,1,2018-10-31 10:37:55,2018-10-29 10:24:20,1756131,20181,2018-01-02,203119227,SOLARIA PLB IM 08PLBI1   ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:37:55,2018-10-29 10:24:20
3084,20181,2018-01-02,203119235,SOLARIA PLB SQ 08PLSQ1   ,01,   ,B1Y1AQ023701999000,1,WPL,\N,EDC,1,1,2018-10-31 10:37:56,2018-10-29 10:24:20,1756132,20181,2018-01-02,203119235,SOLARIA PLB SQ 08PLSQ1   ,01,   ,B1Y1AQ023701999000,1,EBK,MBR,EDC,1,2018-10-31 10:37:56,2018-10-29 10:24:20
